ID,movie_name,movie_image,movie_trailer,release_date,actors,movie_genre,country_of_origin,user_rating
978,The Dark Valley,http://dummyimage.com/186x100.png/5fa2dd/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,4/20/2002,Lorelei Dimmer,Western,Mexico,1.7
979,Fat Man and Little Boy,http://dummyimage.com/224x100.png/cc0000/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,1/15/1998,Ransom Lowers,Drama,Indonesia,2.6
980,Bells of Capistrano,http://dummyimage.com/218x100.png/cc0000/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,12/23/2005,Selene Andreasson,Western,Venezuela,4.3
981,The Pirates of Blood River,http://dummyimage.com/110x100.png/ff4444/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,7/13/2000,Sarena Breem,Action|Adventure|Comedy,Nigeria,2.2
982,Navajo Joe,http://dummyimage.com/155x100.png/ff4444/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,9/4/1997,Miles Danford,Western,Papua New Guinea,3.8
983,Bedtime Stories,http://dummyimage.com/179x100.png/5fa2dd/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,2/16/2009,Karlie Kasman,Adventure|Children|Comedy,China,3.1
984,"Big Fix, The",http://dummyimage.com/172x100.png/5fa2dd/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,3/31/2019,Lee Birchenhead,Comedy|Mystery|Thriller,Greece,3.3
985,Dr. Seuss' The Lorax,http://dummyimage.com/235x100.png/5fa2dd/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,4/21/1993,Florance Laffoley-Lane,Animation|Fantasy|Musical|IMAX,China,4.7
986,Kalevala - Uusi aika,http://dummyimage.com/171x100.png/5fa2dd/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,5/30/1991,Rayshell Bengtson,Drama|Fantasy,China,1.9
987,"Snowtown (Snowtown Murders, The)",http://dummyimage.com/245x100.png/5fa2dd/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,10/22/1994,Heath Haskell,Crime|Drama|Thriller,China,5.0
988,Predator,http://dummyimage.com/119x100.png/ff4444/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,4/29/2000,Helge Corstan,Action|Sci-Fi|Thriller,China,4.4
989,Sex in Chains (Geschlecht in Fesseln),http://dummyimage.com/101x100.png/ff4444/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,5/16/2019,Foster Dumingo,Drama,China,1.3
990,O Lucky Man!,http://dummyimage.com/224x100.png/ff4444/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,2/10/1997,Feliza Cruddas,Comedy|Drama|Fantasy|Musical,China,1.4
991,Lost in Thailand (Ren zai jiong tu zhi tai jiong),http://dummyimage.com/214x100.png/5fa2dd/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,8/12/1994,Hilly De Stoop,Adventure|Comedy|Drama,Russia,4.4
992,Bizarre,http://dummyimage.com/173x100.png/ff4444/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,12/25/2019,Isa Aspall,(no genres listed),Russia,4.2
993,We Are Legion: The Story of the Hacktivists,http://dummyimage.com/110x100.png/5fa2dd/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,10/29/2012,Veriee Laurenzi,Documentary,Anguilla,4.0
994,I Now Pronounce You Chuck and Larry,http://dummyimage.com/138x100.png/ff4444/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,4/10/1991,Emmy Vidyapin,Comedy|Romance,China,4.7
995,Children Who Chase Lost Voices from Deep Below (Hoshi o ou kodomo) (Journey to Agartha),http://dummyimage.com/102x100.png/ff4444/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,1/28/2006,Kenon Bottlestone,Animation|Drama|Fantasy,Venezuela,1.6
996,Blood & Donuts,http://dummyimage.com/176x100.png/ff4444/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,2/2/2012,Elisha Byway,Comedy|Horror,Mauritius,2.4
997,"Second Civil War, The",http://dummyimage.com/165x100.png/dddddd/000000,https://www.youtube.com/watch?v=8g18jFHCLXk,7/4/2001,Mureil Goodere,Comedy|Drama,Dominican Republic,4.1
998,Angela,http://dummyimage.com/117x100.png/dddddd/000000,https://www.youtube.com/watch?v=8g18jFHCLXk,1/31/1991,Amandi Matuszak,Drama,Indonesia,1.7
999,Huckleberry Finn,http://dummyimage.com/202x100.png/5fa2dd/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,4/9/2004,Grove Brockington,Adventure|Musical,Russia,1.4
1000,My Soul to Take,http://dummyimage.com/163x100.png/ff4444/ffffff,https://www.youtube.com/watch?v=8g18jFHCLXk,4/22/2009,Crin Wilacot,Horror|Thriller,Fiji,4.1
